Condition Concept ID,Condition Name,Drug Concept ID,Drug Concept Name,Ground Truth (1-postive control; 0-negative control),DailyMed URL to Structured Product Label (SPL),Tisdale level of evidence,ATC class name,Indication Name,Comparator Drug Name,# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR),# of persons exposed,Average length of exposure,Expected case count,Minimum detectable relative risk (MDRR)
500000401,Acute kidney injury,781182,ramelteon,0,,N,NERVOUS SYSTEM,Sleep-Onset Insomnia,zaleplon,4101,63.94,31.09,1.57,8489,68.73,152.04,1.24,18326,95.66,912.41,1.09,85685,77.59,381.9,1.15,25039,130.23,40.73,1.49
500000401,Acute kidney injury,1154077,rizatriptan,0,,N,NERVOUS SYSTEM,Migraine,Acetaminophen,4271,99.51,20.62,1.71,31791,54.95,283.08,1.17,4434,181.77,116,1.28,184885,110.27,464.94,1.13,56112,181.82,30.19,1.57
500000401,Acute kidney injury,1111706,zafirlukast,0,,N,RESPIRATORY SYSTEM,Bronchial Asthma,salmeterol,523,298.95,4.52,2.75,7714,394.41,206.54,1.2,9078,552.46,385.13,1.15,26007,373.57,127.53,1.26,12887,244.71,20.96,1.71
500000301,Acute liver injury,929435,Acetazolamide,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ABEB13EB-66A5-4030-9BC2-5981ACD196B9,B,SENSORY ORGANS,Narrow Angle Glaucoma,Furosemide,1716,92.84,107.67,1.29,9193,177.26,478.17,1.13,24678,89.49,1534.12,1.07,51674,79.2,2217.56,1.06,9550,129.37,180.56,1.22
500000301,Acute liver injury,1167322,Allopurinol,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd8f8b8b-f25e-46e9-969a-65363b66e09b,C,MUSCULO-SKELETAL SYSTEM,Hyperuricemia,Probenecid,9311,331.91,697.59,1.11,45641,348.83,2869.55,1.05,183783,595.16,11125.98,1.03,292452,413.28,14762.51,1.02,117531,288.6,2730.35,1.05
500000301,Acute liver injury,1333357,Busulfan,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fa989f75-6a05-4d34-c0b5-0e7efa78a636,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Philadelphia Chromosome Positive Chronic Myelocytic Leukemia,imatinib,662,15.92,38.32,1.5,2925,18.48,124.75,1.27,5830,40.97,357.76,1.15,33727,12.34,1303.53,1.08,727,3.75,14.78,1.86
500000301,Acute liver injury,1340128,Captopril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2e221a6e-005b-4ae6-840c-835865d7cbcd,C,CARDIOVASCULAR SYSTEM,Hypertension,Amlodipine,1684,389.75,118.14,1.27,23134,367.56,1329.23,1.08,67358,547.17,4197.94,1.04,43353,447.57,2329.43,1.06,30219,288.63,656.28,1.11
500000301,Acute liver injury,740275,Carbamazepine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3a3344dc-9cc8-41da-859e-295d053597c1,B,NERVOUS SYSTEM,Mixed Epilepsy,quetiapine,5813,403.87,311.64,1.17,72856,485.03,3177.71,1.05,27237,461.11,1650.12,1.07,97189,426.45,3548.16,1.05,47983,259.09,911.95,1.09
500000301,Acute liver injury,1718054,Caspofungin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3bad23a6-09a6-4194-9182-093ed61bc71c,C,ANTIINFECTIVES FOR SYSTEMIC USE,Candidal Septicemia,Fluconazole,51,18.41,3.68,2.99,363,22.42,20.35,1.72,282,16.98,17,1.8,1224,23.98,53.28,1.42,46,44.54,0.89,6.16
500000301,Acute liver injury,1797513,Ciprofloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=141bddee-8e4d-4c68-89bf-03f2270c766d,C,ANTIINFECTIVES FOR SYSTEMIC USE,Bladder Infection,Amoxicillin,128882,14.86,7356.48,1.03,836859,16.3,30675.23,1.02,938792,21.33,57367.65,1.01,3841048,15.07,136944.78,1.01,648197,62.27,11551.93,1.03
500000301,Acute liver injury,800878,Clozapine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f0c6f5f-b906-4c8f-8580-3939a476a1c1,B,NERVOUS SYSTEM,Treatment-Resistant Schizophrenia,Thioridazine,1002,736.84,62.85,1.38,9843,795.46,593.98,1.12,695,580.35,41.86,1.48,2743,583.14,92.37,1.31,3415,106.45,74.47,1.35
500000301,Acute liver injury,19010482,Cyclosporine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5e5926a7-1de0-4b54-a5c0-286b6200ff82,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Severe Recalcitrant Psoriasis,Acitretin,6027,131.4,401.63,1.14,11997,234.23,709.91,1.11,57138,205.09,3445.54,1.05,159290,154.54,7732.45,1.03,20285,145.05,441.47,1.14
500000301,Acute liver injury,1311409,Dacarbazine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=241ed44a-7341-4216-b0b5-310261257aa6,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Hodgkin's Lymphoma,Vinblastine,110,90.12,6.37,2.42,549,73.27,28.53,1.59,808,61.38,49.56,1.44,2668,93.31,98.8,1.3,59,45.95,1.17,5.27
500000301,Acute liver injury,1724869,Didanosine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b3ad0449-fd60-482a-9ba7-afd8f5555b83,B,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,871,385.48,58.97,1.4,5361,414.72,328.49,1.16,151,541.38,7.97,2.24,4871,475.02,193.27,1.21,1867,364.77,47.75,1.45
500000301,Acute liver injury,1328165,Diltiazem,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdd4159c-5cb3-4d31-95fe-1a3eaed6c5bd,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,12963,405.37,923.4,1.09,99919,402.41,6301.62,1.04,310879,623.15,19036.88,1.02,303681,514.37,16657.8,1.02,200823,296.59,4383.99,1.04
500000301,Acute liver injury,735850,Disulfiram,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5fa6a93d-e41a-4942-b725-5f868ed96d53,B,NERVOUS SYSTEM,Alcoholism,acamprosate,364,135.8,23.61,1.66,2956,144.32,180.99,1.22,970,189.38,52.4,1.42,16188,120.71,643.59,1.11,3826,168.17,87.29,1.32
500000301,Acute liver injury,1342001,Enalaprilat,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eabae489-e254-4987-ab90-7cda20a6f856,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,0,0,0,225.3,41,20.9,2.28,3.71,9,15.33,0.54,8.43,2,219,0.01,166.19,68,40.72,1.2,5.18
500000301,Acute liver injury,1746940,Erythromycin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6d8c343b-30d9-4cdb-8f55-2a20983a71c1,C,ANTIINFECTIVES FOR SYSTEMIC USE,Acne Vulgaris,Doxycycline,32565,27.56,1474.92,1.07,476087,23.66,11814.39,1.03,219520,24.54,13585.47,1.02,1200450,28.5,33337.57,1.02,203951,86.6,2780.12,1.05
500000301,Acute liver injury,1195492,Etodolac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86719bea-90f8-4696-ad0c-10a31967c850,C,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,17789,67.63,1123.92,1.09,66799,75.2,3549.57,1.05,75208,178.81,4467.16,1.04,455847,75.21,19241.76,1.02,86213,141.28,1765.69,1.07
500000301,Acute liver injury,1754994,Fluconazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4D7CF836-D115-456C-A636-6F05EAE043CD,C,ANTIINFECTIVES FOR SYSTEMIC USE,Vulvovaginal Candidiasis,terconazole,72504,16.25,3499.89,1.05,509241,16.35,17988.94,1.02,212767,20.72,12760.26,1.02,1964469,16.13,63779.52,1.01,349404,98.91,5067.8,1.04
500000301,Acute liver injury,1356461,Flutamide,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2E747C81-7014-4DCD-9DB8-C27E962F1AF4,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Advanced Prostatic Carcinoma,Leuprolide,127,71.72,7.4,2.29,667,113.61,31.1,1.57,3504,290.64,233.78,1.19,1967,109.93,83.52,1.33,1109,126.2,21.52,1.7
500000301,Acute liver injury,1177480,Ibuprofen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=998F2FCF-0B40-4304-929F-7F2FA42F66D0,C,CARDIOVASCULAR SYSTEM,Pain,Promethazine,101674,34.92,4887.11,1.04,1348018,32.28,37214.79,1.01,232090,89.91,13640.16,1.02,2567403,36.33,85095.47,1.01,823404,107.83,14208.04,1.02
500000301,Acute liver injury,1178663,Indomethacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=57C11BB8-D133-43E2-A74F-838C31296EB5,C,CARDIOVASCULAR SYSTEM,Gout,Colchicine,11824,52.23,816.32,1.1,67634,60.01,3799.01,1.05,104527,73.16,6289.33,1.04,413258,57.23,18539.05,1.02,91478,136.7,2091,1.06
500000301,Acute liver injury,722424,Interferon beta-1a,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0de49d64-3e18-494c-bf14-bc152247c798,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Multiple Sclerosis,Methylprednisolone,895,474.28,51.91,1.43,3368,468.68,207.13,1.2,1343,715.26,69.79,1.36,24253,597.82,987.8,1.09,8039,245.81,159.03,1.23
500000301,Acute liver injury,1703653,Itraconazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae50721d-ee15-4ee7-9fe7-afd98c56461b,C,ANTIINFECTIVES FOR SYSTEMIC USE,Onychomycosis due to Dermatophyte,terbinafine,1283,55.46,80.11,1.34,5135,74.92,235.66,1.19,7362,80.5,431.21,1.14,52354,64.36,2128.27,1.06,13523,107.75,283.36,1.17
500000301,Acute liver injury,1136980,Ketorolac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2837a082-3a34-6f81-5e43-45a70295686b,C,MUSCULO-SKELETAL SYSTEM,Severe Pain,ziconotide,46637,7.22,2656.37,1.06,295923,8.45,13601.79,1.02,226147,27.01,14027.77,1.02,1160808,7.31,43417.83,1.01,74034,56.12,1328.41,1.08
500000301,Acute liver injury,1704183,Lamivudine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=89b6f044-fe14-4e38-b5ea-a3c525d29dd6,A,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,3588,428.16,236.08,1.19,20889,415.98,1229.84,1.08,1104,646.2,57.29,1.4,27819,471.08,1048.13,1.09,10983,382.91,263.78,1.18
500000301,Acute liver injury,1742253,Levofloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a1f01e8e-97e9-11de-b91d-553856d89593,C,ANTIINFECTIVES FOR SYSTEMIC USE,Pyelonephritis,Amoxicillin,100890,14.46,6376.9,1.04,531527,19.2,28077.06,1.02,864572,19.65,52940.64,1.01,2709056,16.4,115780.76,1.01,406282,58.29,8192.87,1.03
500000301,Acute liver injury,1308216,Lisinopril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=46f17ba7-a78c-4a9e-7597-27654f097bd3,C,CARDIOVASCULAR SYSTEM,Hypertension,Amlodipine,58934,370.81,4234.26,1.04,356346,353.64,23489.2,1.02,928009,567.82,55534.36,1.01,1800198,467.56,93034.26,1.01,876685,315.94,20111.76,1.02
500000301,Acute liver injury,1504620,Methimazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4d42cebc-5d3e-4b88-883f-5875b83a5515,C,"SYSTEMIC HORMONAL PREPS,EXCL SEX HORMONES & INSULN",Hyperthyroidism,Propylthiouracil,1785,223.78,102.53,1.3,7842,227.27,399.9,1.15,9904,399.32,600.59,1.12,41359,242.44,1667,1.07,20219,241.2,380.64,1.15
500000301,Acute liver injury,1305058,Methotrexate,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d71b1856-99d8-4a9e-9189-f87b6675f80a,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Rheumatoid Arthritis,Hydroxychloroquine,5345,302.32,339.31,1.16,20881,290.97,1175.62,1.08,48092,574.81,2840.22,1.05,133834,403.3,6308.05,1.04,51279,257.07,1082.69,1.09
500000301,Acute liver injury,1305447,Methyldopa,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b498d45e-c832-420a-b975-18800a14c029,B,CARDIOVASCULAR SYSTEM,Hypertension,Lisinopril,1528,167.78,61.76,1.39,17593,134.57,580.09,1.12,6660,603.17,413.55,1.14,32547,213.08,838.75,1.1,9184,250.22,132.59,1.26
500000301,Acute liver injury,1115008,Naproxen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68848217-03c9-4377-9be6-6f567e629129,C,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,87218,55.72,5000.73,1.04,735412,62.71,30530.5,1.02,305812,129.92,18133.22,1.02,2544144,53.7,92597.57,1.01,614828,121,11788.46,1.03
500000301,Acute liver injury,1769389,Nevirapine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=46fb9dbc-5345-48a4-a0ec-75039622c76c,B,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,Lamivudine,686,404.57,44.87,1.46,4057,409.44,244.79,1.19,205,751.4,10.57,2.05,5472,529.2,214.31,1.2,1862,380.55,46.13,1.46
500000301,Acute liver injury,1517824,Niacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ce739d68-d89c-437c-90fb-3c0c45140f22,C,CARDIOVASCULAR SYSTEM,Hyperlipidemia,Fenofibrate,10891,272.46,818.84,1.1,27696,236.57,2009.66,1.06,116693,455.03,6752.09,1.03,288179,345.78,15222.2,1.02,136006,196.1,3261.36,1.05
500000301,Acute liver injury,1318853,Nifedipine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5733e038-7cb5-434b-aa8e-abb25e6252c9,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,11575,331.52,747.99,1.11,96166,298.52,5157.24,1.04,146116,617.5,8895.14,1.03,201817,417.79,9652.36,1.03,62020,221.58,1307.08,1.08
500000301,Acute liver injury,920293,Nitrofurantoin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ec86b651-d77d-4a42-b493-24244456b3f6,B,ANTIINFECTIVES FOR SYSTEMIC USE,Enterobacter Cystitis,Ofloxacin,34157,25.68,1567.11,1.07,346195,31.12,10932.1,1.03,267805,66.35,16576.61,1.02,947140,29.09,31964.33,1.02,226078,75.54,3364.07,1.05
500000301,Acute liver injury,1721543,Norfloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=36087c76-5da9-4fab-e88f-da1d5a579d8e,C,ANTIINFECTIVES FOR SYSTEMIC USE,Urinary Tract Infections,Trimethoprim,200,31.66,13.72,1.9,1630,59.92,83.45,1.33,4289,63.98,265.59,1.18,6598,39.89,308.9,1.17,3313,59.03,63.72,1.38
500000301,Acute liver injury,721724,Nortriptyline,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b4a3438-57b4-4d88-9843-cc9da529f6f2,C,NERVOUS SYSTEM,Depression,Bupropion,5384,192.44,326.17,1.16,44504,187.94,2448.19,1.06,47589,326.6,2877.02,1.05,180010,226.58,7548.29,1.03,60817,213.95,1182.61,1.08
500000301,Acute liver injury,923081,Ofloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95b9fc17-9c94-4762-910c-df0bb0b2aa85,C,ANTIINFECTIVES FOR SYSTEMIC USE,Otitis Externa,Polymyxin B,17040,16,637.37,1.11,239632,14.98,4963.53,1.04,77271,20.68,4849.25,1.04,544449,13.5,11203.22,1.03,71074,55.34,900.13,1.1
500000301,Acute liver injury,19028050,Penicillamine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=CE8A0EC5-9323-4216-B6B2-52E84177E67D,C,MUSCULO-SKELETAL SYSTEM,Rheumatoid Arthritis,Methotrexate,56,243.02,3.79,2.96,214,382.97,12.64,1.94,335,539.26,19.5,1.74,990,370.53,47.39,1.45,313,253.77,6.49,2.4
500000301,Acute liver injury,1146810,Piroxicam,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dedef9e5-23de-49ff-895a-30906b5c7da3,C,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,nabumetone,5610,96.17,370.24,1.15,52211,106.32,3060.9,1.05,42452,204.71,2521.35,1.06,210711,102.97,9446.25,1.03,50545,183.49,1067.28,1.09
500000301,Acute liver injury,1554072,Propylthiouracil,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d270ea0a-bbcf-4a87-8299-8cbe03c13958,C,"SYSTEMIC HORMONAL PREPS,EXCL SEX HORMONES & INSULN",Hyperthyroidism,Methimazole,797,196.82,39.84,1.49,5696,198.98,245.18,1.19,3564,408.99,216.86,1.2,18476,219.19,659.65,1.11,9560,230.46,161.78,1.23
500000301,Acute liver injury,1334456,Ramipril,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0FC34CD8-86E6-4034-73BD-4263A68BA046,C,CARDIOVASCULAR SYSTEM,Hypertension,Hydrochlorothiazide,12338,387.45,916.76,1.09,75302,275.14,4961.05,1.04,168392,643.09,10055.82,1.03,316696,507.42,16777.79,1.02,139385,275.18,3209.46,1.05
500000301,Acute liver injury,1763204,Rifampin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=26a2dbca-5090-4f6c-99ed-e11a70bb5af0,B,ANTIINFECTIVES FOR SYSTEMIC USE,Miliary Tuberculosis,Methylprednisolone,2237,26.34,128.5,1.26,17613,31.77,798.61,1.1,13254,56.31,820.16,1.1,63101,26.42,2203.44,1.06,10184,65.69,189.68,1.21
500000301,Acute liver injury,1781406,Stavudine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7745cad8-720d-4755-87c7-9147c0915b0f,A,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,821,362.7,55.58,1.41,6002,413.66,370.6,1.15,170,529.69,9,2.15,4973,412.53,196.44,1.21,3007,401.65,75.8,1.35
500000301,Acute liver injury,1836503,Sulfisoxazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2DA604EA-01C4-44F3-852F-E6E55F140360,B,ANTIINFECTIVES FOR SYSTEMIC USE,Acute Otitis Media Infection,Amoxicillin,423,19.08,5.96,2.48,40389,16.03,479.86,1.13,193,132.16,11.78,1.98,38894,19.52,275.27,1.18,5898,71.9,48.28,1.44
500000301,Acute liver injury,1236607,Sulindac,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6f0e1d2c-83ba-4cb5-75b9-58638c13f9a8,C,MUSCULO-SKELETAL SYSTEM,Ankylosing Spondylitis,Methylprednisolone,2920,102.1,194.5,1.21,24840,110.21,1479.25,1.07,36589,213.58,2213.13,1.06,105116,107.13,4942.84,1.04,31514,164.05,661.25,1.11
500000301,Acute liver injury,1436678,Tamoxifen,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=063FA789-4570-4715-C3BD-1BAD0449FB26,B,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Prevention of Breast Carcinoma,Raloxifene,2350,374.25,156.91,1.24,10857,428.34,694.12,1.11,33961,519.22,2049.05,1.06,70064,451.57,3737.64,1.05,28387,188.57,598.69,1.12
500000301,Acute liver injury,19011093,Tenofovir,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=33fd6418-fbdc-42ca-a50d-ce2a476a5418,B,,HIV Infection,tenofovir disoproxil,0,0,0,225.3,0,0,0,225.3,0,0,0,225.3,0,0,0,225.3,0,0,0,225.3
500000301,Acute liver injury,1837289,Thiabendazole,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=591FD65C-3111-4F5C-DBB5-C67E07AD28FB,C,"ANTIPARASITIC PRODUCTS, INSECTICIDES & REPELLENTS",Cutaneous Larva Migrans,Methylprednisolone,21,10.9,1.33,4.91,963,7.34,17.92,1.77,92,6.09,5.48,2.56,922,7.37,26.43,1.62,41,66.44,0.7,7.16
500000301,Acute liver injury,1437379,Thioguanine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Acute Myeloid Leukemia,Cytarabine,26,40.31,0.95,5.94,575,26.81,6.92,2.35,38,200.24,2.06,3.9,901,63.02,13.9,1.89,82,53.3,0.93,6
500000301,Acute liver injury,1102917,Tolmetin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6c72634-4613-4d21-bc9a-09dad17eb137,C,MUSCULO-SKELETAL SYSTEM,Osteoarthritis,meloxicam,151,98.21,9.34,2.13,1727,92.89,75.57,1.35,1813,321.29,108.45,1.29,6761,136.42,288.4,1.17,2393,180.47,49.96,1.44
500000301,Acute liver injury,745466,Valproate,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=da030cbb-40f6-4805-9883-0d8945afbcc3,B,NERVOUS SYSTEM,Migraine Prevention,topiramate,11932,335.63,602.56,1.12,176318,362.4,7287.4,1.03,34566,317.58,2121.43,1.06,178352,288.44,5418.91,1.04,86488,188.59,1540.18,1.07
500000301,Acute liver injury,1724827,Zalcitabine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=A6CA918F-D031-4601-31A4-1848B580F2F0,A,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,14,379.14,1.11,5.42,67,257.78,5.07,2.63,4,707.25,0.19,17.53,119,410.38,5.2,2.61,96,270.34,2.47,3.57
500000301,Acute liver injury,1710612,Zidovudine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a524da34-b315-452c-5ab3-e86bd9615e92,A,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,2343,392.73,149.58,1.24,15519,344.28,828.72,1.1,515,668.57,26.5,1.62,16856,441.72,605.46,1.12,7201,340.02,164.93,1.23
500000301,Acute liver injury,1736971,abacavir,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6a3b10fc-4b2a-45e3-16a1-ef79187a6dfb,A,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,tenofovir disoproxil,1462,392.27,98.99,1.3,7634,383.81,487.52,1.13,366,663.99,18.71,1.75,10212,498.91,403.5,1.14,4246,356.23,108.88,1.29
500000301,Acute liver injury,19018154,alatrofloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=DA9B26BB-D2D7-4113-A0F9-C6C2280F4875,C,ANTIINFECTIVES FOR SYSTEMIC USE,Acute Bacterial Sinusitis,Clarithromycin,39,3,2.6,3.5,5,0,0.17,19.45,38,0.74,2.41,3.62,222,2.73,9.87,2.09,2,30,0.04,69.11
500000301,Acute liver injury,1336825,bortezomib,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Multiple Myeloma,Thalidomide,749,23.23,44.95,1.46,3121,21.18,139.87,1.25,7211,54.04,442.88,1.14,35101,15.82,1384.48,1.08,875,10.65,18.14,1.77
500000301,Acute liver injury,1321636,bosentan,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=749e42fb-2fe0-45dd-9268-b43bb3f4081c,A,CARDIOVASCULAR SYSTEM,Pulmonary Hypertension,Epoprostenol,82,410.76,5.05,2.63,563,337.7,33.44,1.54,1041,440.58,63.04,1.38,1571,466.43,79.1,1.34,1031,123.72,21.59,1.69
500000301,Acute liver injury,1118084,celecoxib,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=73eb9256-dcda-4eb1-8a6e-700522146f2e,C,MUSCULO-SKELETAL SYSTEM,Pain,Acetaminophen,22182,147.72,1534.14,1.07,174388,242.03,10503.18,1.03,421698,362.84,25407.55,1.02,847499,213.02,43212.78,1.01,359334,182.46,7711.59,1.03
500000301,Acute liver injury,1756831,darunavir,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=814301f9-c990-46a5-b481-2879a521a16f,B,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,Lamivudine,39,160.64,3.01,3.27,258,159.02,17.43,1.78,48,304.38,2.6,3.49,1016,268.06,45.15,1.46,405,214.91,10.98,2.02
500000301,Acute liver injury,1738135,efavirenz,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32d6371e-ba56-4294-b732-6d43627c5c47,B,ANTIINFECTIVES FOR SYSTEMIC USE,HIV Infection,Lamivudine,1726,397.03,118.37,1.27,9818,368.52,621.97,1.12,473,616.31,24.38,1.65,16755,472.04,628.2,1.11,6498,338.09,164.48,1.23
500000301,Acute liver injury,795661,felbamate,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2f522701-397a-11de-8a39-0800200c9a66,C,NERVOUS SYSTEM,Simple-Partial Epilepsy,oxcarbazepine,54,463.43,1.56,4.5,1091,752.76,29.61,1.58,55,755.29,3.12,3.21,1148,588.13,21.56,1.69,502,238.72,7.06,2.33
500000301,Acute liver injury,1314924,gemcitabine,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9dc35c59-f4f3-43b4-8251-0cf5c06cdc80,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Pancreatic Carcinoma,erlotinib,680,72.29,49.16,1.44,3700,55,280.08,1.17,12709,72.22,788.54,1.1,15927,78.82,920.38,1.09,873,49.25,19.8,1.73
500000301,Acute liver injury,1716721,gemifloxacin,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=A51DC88F-C298-402E-B204-618609A4721C,C,ANTIINFECTIVES FOR SYSTEMIC USE,Bacterial Pneumonia,Amoxicillin,2706,7.47,180.74,1.22,3325,7.8,199.62,1.21,11993,9.7,723.9,1.11,56338,7.79,2518.7,1.06,4494,70.52,93.07,1.31
500000301,Acute liver injury,1304107,imatinib,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=211ef2da-2868-4a77-8055-1cb2cd78e24b,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Chronic Myelocytic Leukemia,hydroxyurea,214,258.5,13.98,1.89,1116,248.52,59.68,1.4,2213,476.81,132.74,1.26,4549,372.08,212.99,1.2,1440,148.67,31.51,1.56
500000301,Acute liver injury,937368,infliximab,1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a0a046c1-056d-45a9-bfd9-13b47c24f257,C,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Rheumatoid Arthritis,Methotrexate,1600,30.57,98.04,1.3,3311,35.41,184.2,1.22,6072,39.54,352.47,1.15,28652,43.98,1211.36,1.08,11070,100.3,227.69,1.19
